Entry,Entry Name,Reviewed,Protein names,Gene Names,Organism,Length,gene_id,Category,Sub-category
Q8L7H7,Q8L7H7_ARATH,unreviewed,"Cytochrome P450, family 705, subfamily A, polypeptide 4 (Putative cytochrome P450)",CYP705A4 cytochrome P450 DL3735W family 705 polypeptide 4 subfamily A At4g15380 FCAALL.280,Arabidopsis thaliana (Mouse-ear cress),517,AT4G15380.1,Multifunction,Cytochrome P450
A0A654FPG6,A0A654FPG6_ARATH,unreviewed,Uncharacterized protein,At4g15380 AN1_LOCUS18201,Arabidopsis thaliana (Mouse-ear cress),517,AT4G15380.1,Uncharacterized,uncharacterized
Q9FH67,C705C_ARATH,reviewed,Cytochrome P450 705A12 (EC 1.14.-.-),CYP705A12 At5g42580 K16E1.5,Arabidopsis thaliana (Mouse-ear cress),499,AT5G42580.1,Multifunction,Cytochrome P450
A0A5S9YA94,A0A5S9YA94_ARATH,unreviewed,Cytochrome P450,C24_LOCUS24269,Arabidopsis thaliana (Mouse-ear cress),499,AT5G42580.1,Multifunction,Cytochrome P450
Q9FI39,THAD_ARATH,reviewed,Cytochrome P450 705A5 (EC 1.14.-.-) (Thalian-diol desaturase) (AtTHAD),CYP705A5 THAD At5g47990 MDN11.4,Arabidopsis thaliana (Mouse-ear cress),511,AT5G47990.1,Multifunction,Cytochrome P450
A0A178UGC2,A0A178UGC2_ARATH,unreviewed,(thale cress) hypothetical protein (THAD1),AXX17_At5g46500 AT9943_LOCUS21593,Arabidopsis thaliana (Mouse-ear cress),511,AT5G47990.1,Uncharacterized,hypothetical protein
D7MKC0,D7MKC0_ARALL,unreviewed,CYP705A5,ARALYDRAFT_494842,Arabidopsis lyrata subsp. lyrata (Lyre-leaved rock-cress),511,AT5G47990.1,Multifunction,CYP
Q9SJZ0,Q9SJZ0_ARATH,unreviewed,Non-LTR retroelement reverse transcriptase,At2g22440 F14M13.16 F14M13_16,Arabidopsis thaliana (Mouse-ear cress),256,AT2G22440.1,Genetic Information Processing,retroelement
Q9M2E7,Q9M2E7_ARATH,unreviewed,Tetratricopeptide repeat (TPR)-like superfamily protein,T20K12.70 At3g61170,Arabidopsis thaliana (Mouse-ear cress),783,AT3G61170.1,Genetic Information Processing,TPR
D7LS65,D7LS65_ARALL,unreviewed,Pentatricopeptide repeat-containing protein,ARALYDRAFT_486589,Arabidopsis lyrata subsp. lyrata (Lyre-leaved rock-cress),767,AT3G61170.1,Genetic Information Processing,Pentatricopeptide
Q7X7A9,FB4_ARATH,reviewed,F-box protein At1g11270,At1g11270 T28P6.23,Arabidopsis thaliana (Mouse-ear cress),312,AT1G11270.2,Multifunction,F-box
D7KMC7,D7KMC7_ARALL,unreviewed,F-box family protein,ARALYDRAFT_471262,Arabidopsis lyrata subsp. lyrata (Lyre-leaved rock-cress),309,AT1G11270.2,Multifunction,F-box
Q3E7K7,FB243_ARATH,reviewed,F-box protein At4g22280,At4g22280 T10I14.110,Arabidopsis thaliana (Mouse-ear cress),332,AT4G22280.1,Multifunction,F-box
A8MS33,A8MS33_ARATH,unreviewed,F-box/RNI-like superfamily protein,At4g22280 T10I14.110 T10I14_110,Arabidopsis thaliana (Mouse-ear cress),415,AT4G22280.1,Signaling & Transport,RNI
Q9LFF2,Q9LFF2_ARATH,unreviewed,RBR-type E3 ubiquitin transferase (EC 2.3.2.31),F4P12_390 At3g53690 F5K20.1,Arabidopsis thaliana (Mouse-ear cress),320,AT3G53690.1,Protein Processing and Degradation,ubiquitin
A0A384KKK3,A0A384KKK3_ARATH,unreviewed,RBR-type E3 ubiquitin transferase (EC 2.3.2.31),At3g53690 AXX17_At3g48060,Arabidopsis thaliana (Mouse-ear cress),320,AT3G53690.1,Protein Processing and Degradation,ubiquitin
B3H7F2,B3H7F2_ARATH,unreviewed,F-box and associated interaction domains-containing protein,At1g53790 T18A20.3 T18A20_3,Arabidopsis thaliana (Mouse-ear cress),461,AT1G53790.2,Multifunction,F-box
A0A7G2E0M8,A0A7G2E0M8_ARATH,unreviewed,(thale cress) hypothetical protein,At1g53790 AT9943_LOCUS3838,Arabidopsis thaliana (Mouse-ear cress),461,AT1G53790.2,Uncharacterized,hypothetical protein
A0A1P8B135,A0A1P8B135_ARATH,unreviewed,MATH domain/coiled-coil protein,At2g42455,Arabidopsis thaliana (Mouse-ear cress),104,AT2G42455.1,P-P Interaction,MATH domain
Q9LU43,FB172_ARATH,reviewed,Putative F-box protein At3g21170,At3g21170 MXL8.1,Arabidopsis thaliana (Mouse-ear cress),395,AT3G21170.1,Multifunction,F-box
D7L006,D7L006_ARALL,unreviewed,F-box family protein,ARALYDRAFT_479634,Arabidopsis lyrata subsp. lyrata (Lyre-leaved rock-cress),394,AT3G21170.1,Multifunction,F-box
Q9LXS0,FB206_ARATH,reviewed,Putative F-box protein At3g58820,At3g58820 T20N10.170,Arabidopsis thaliana (Mouse-ear cress),413,AT3G58820.1,Multifunction,F-box
A0A5S9XM98,A0A5S9XM98_ARATH,unreviewed,F-box domain-containing protein,C24_LOCUS16143,Arabidopsis thaliana (Mouse-ear cress),413,AT3G58820.1,Multifunction,F-box
Q9LEX5,PP290_ARATH,reviewed,"Pentatricopeptide repeat-containing protein At3g60980, mitochondrial",At3g60980 T27I15_70,Arabidopsis thaliana (Mouse-ear cress),412,AT3G60980.1,Genetic Information Processing,Pentatricopeptide
Q9FK54,FB260_ARATH,reviewed,F-box protein At5g18160,At5g18160 MRG7.12,Arabidopsis thaliana (Mouse-ear cress),379,AT5G18160.1,Multifunction,F-box
D7LXQ3,D7LXQ3_ARALL,unreviewed,F-box family protein,ARALYDRAFT_488665,Arabidopsis lyrata subsp. lyrata (Lyre-leaved rock-cress),393,AT5G18160.1,Multifunction,F-box
Q9FF30,FB267_ARATH,reviewed,Putative F-box protein At5g38270,At5g38270 MXA21.4,Arabidopsis thaliana (Mouse-ear cress),406,AT5G38270.1,Multifunction,F-box
D7KJ06,D7KJ06_ARALL,unreviewed,F-box family protein,ARALYDRAFT_472265,Arabidopsis lyrata subsp. lyrata (Lyre-leaved rock-cress),406,AT5G38270.1,Multifunction,F-box
D7MK21,D7MK21_ARALL,unreviewed,F-box domain-containing protein,ARALYDRAFT_494155,Arabidopsis lyrata subsp. lyrata (Lyre-leaved rock-cress),411,AT5G38270.1,Multifunction,F-box
Q9FHR7,WRK49_ARATH,reviewed,Probable WRKY transcription factor 49 (WRKY DNA-binding protein 49),WRKY49 At5g43290 MNL12.11,Arabidopsis thaliana (Mouse-ear cress),274,AT5G43290.1,Regulation of Gene Expression,transcription
Q67YM5,Q67YM5_ARATH,unreviewed,Uncharacterized protein At5g43290,At5g43290,Arabidopsis thaliana (Mouse-ear cress),274,AT5G43290.1,Uncharacterized,uncharacterized
D7MWC9,D7MWC9_ARALL,unreviewed,WRKY DNA-binding protein 49,WRKY49 ARALYDRAFT_497253,Arabidopsis lyrata subsp. lyrata (Lyre-leaved rock-cress),272,AT5G43290.1,Uncategorized,
Q9C9L5,WAKLH_ARATH,reviewed,Wall-associated receptor kinase-like 9 (EC 2.7.11.-),WAKL9 At1g69730 T6C23.7,Arabidopsis thaliana (Mouse-ear cress),792,AT1G69730.1,Signaling & Transport,kinase
A0A654EP20,A0A654EP20_ARATH,unreviewed,Wall-associated receptor kinase-like (EC 2.7.11.-),AN1_LOCUS6005,Arabidopsis thaliana (Mouse-ear cress),792,AT1G69730.1,Signaling & Transport,kinase
D7KXI6,D7KXI6_ARALL,unreviewed,Wall-associated receptor kinase-like (EC 2.7.11.-),ARALYDRAFT_476104,Arabidopsis lyrata subsp. lyrata (Lyre-leaved rock-cress),768,AT1G69730.1,Signaling & Transport,kinase
Q8VYA3,WAKLJ_ARATH,reviewed,Wall-associated receptor kinase-like 10 (EC 2.7.11.-),WAKL10 At1g79680 F20B17.10,Arabidopsis thaliana (Mouse-ear cress),769,AT1G79680.1,Signaling & Transport,kinase
A0A654EQG1,A0A654EQG1_ARATH,unreviewed,Wall-associated receptor kinase-like (EC 2.7.11.-),AN1_LOCUS7015,Arabidopsis thaliana (Mouse-ear cress),769,AT1G79680.1,Signaling & Transport,kinase
Q9XIR1,FBK27_ARATH,reviewed,F-box/kelch-repeat protein At1g64840,At1g64840 F13O11.14,Arabidopsis thaliana (Mouse-ear cress),384,AT1G64840.1,Multifunction,F-box
Q9ZUH0,FBK35_ARATH,reviewed,F-box/kelch-repeat protein At2g24250,At2g24250 F27D4.23,Arabidopsis thaliana (Mouse-ear cress),374,AT2G24250.2,Multifunction,F-box
A0A654EWT7,A0A654EWT7_ARATH,unreviewed,F-box domain-containing protein,AN1_LOCUS8806,Arabidopsis thaliana (Mouse-ear cress),374,AT2G24250.2,Multifunction,F-box
Q84V15,FB320_ARATH,reviewed,F-box protein At2g18780,At2g18780 MSF3.16,Arabidopsis thaliana (Mouse-ear cress),370,AT2G18780.1,Multifunction,F-box
A0A178VR55,A0A178VR55_ARATH,unreviewed,F-box domain-containing protein,AXX17_At2g14120,Arabidopsis thaliana (Mouse-ear cress),370,AT2G18780.1,Multifunction,F-box
D7L2U3,D7L2U3_ARALL,unreviewed,Expressed protein,ARALYDRAFT_480852,Arabidopsis lyrata subsp. lyrata (Lyre-leaved rock-cress),400,AT2G18780.1,Uncategorized,
O49484,ASK11_ARATH,reviewed,SKP1-like protein 11 (AtSK11),ASK11 At4g34210 F10M10.2,Arabidopsis thaliana (Mouse-ear cress),152,AT3G16740.1,Protein Processing and Degradation,SKP1-like protein
Q9LUQ9,FBK56_ARATH,reviewed,F-box/kelch-repeat protein At3g16740,At3g16740 MGL6.21,Arabidopsis thaliana (Mouse-ear cress),391,AT3G16740.1,Multifunction,F-box
A0A654F7V4,A0A654F7V4_ARATH,unreviewed,F-box domain-containing protein,AN1_LOCUS13063 C24_LOCUS12895,Arabidopsis thaliana (Mouse-ear cress),391,AT3G16740.1,Multifunction,F-box
D7L667,D7L667_ARALL,unreviewed,F-box family protein,ARALYDRAFT_479142,Arabidopsis lyrata subsp. lyrata (Lyre-leaved rock-cress),389,AT3G16740.1,Multifunction,F-box
Q9LP24,Y1571_ARATH,reviewed,Probable leucine-rich repeat receptor-like protein kinase At1g35710 (EC 2.7.11.1),At1g35710 F14D7.1,Arabidopsis thaliana (Mouse-ear cress),1120,AT1G35710.1,Signaling & Transport,kinase
Q9LT96,Y5977_ARATH,reviewed,Probable leucine-rich repeat receptor-like protein kinase At5g49770 (EC 2.7.11.1),At5g49770 K2I5.14,Arabidopsis thaliana (Mouse-ear cress),946,AT1G35710.1,Signaling & Transport,kinase
C0LGE0,Y1765_ARATH,reviewed,Probable LRR receptor-like serine/threonine-protein kinase At1g07650 (EC 2.7.11.1),At1g07650 F24B9.28 F24B9.29,Arabidopsis thaliana (Mouse-ear cress),1014,AT1G35710.1,Signaling & Transport,kinase
C0LGN2,Y3148_ARATH,reviewed,Probable leucine-rich repeat receptor-like serine/threonine-protein kinase At3g14840 (EC 2.7.11.1),LRR-RLK At3g14840 T21E2.2,Arabidopsis thaliana (Mouse-ear cress),1020,AT1G35710.1,Signaling & Transport,kinase
A0A3L6EM26,A0A3L6EM26_MAIZE,unreviewed,Putative leucine-rich repeat receptor-like protein kinase,At1g35710_1 Zm00014a_028071,Zea mays (Maize),661,AT1G35710.1,Signaling & Transport,kinase
D7KLX3,D7KLX3_ARALL,unreviewed,Protein kinase domain-containing protein,ARALYDRAFT_473694,Arabidopsis lyrata subsp. lyrata (Lyre-leaved rock-cress),1123,AT1G35710.1,Signaling & Transport,kinase
A0A087GQF9,A0A087GQF9_ARAAL,unreviewed,Protein kinase domain-containing protein,AALP_Aa6g200000,Arabis alpina (Alpine rock-cress),1027,AT1G35710.1,Signaling & Transport,kinase
A0A654EG78,A0A654EG78_ARATH,unreviewed,Protein kinase domain-containing protein,AN1_LOCUS3558,Arabidopsis thaliana (Mouse-ear cress),1120,AT1G35710.1,Signaling & Transport,kinase
A0A0D3B8E3,A0A0D3B8E3_BRAOL,unreviewed,Protein kinase domain-containing protein,106334944,Brassica oleracea var. oleracea,1028,AT1G35710.1,Signaling & Transport,kinase
A0A178W2S6,A0A178W2S6_ARATH,unreviewed,Protein kinase domain-containing protein,AXX17_At1g36500,Arabidopsis thaliana (Mouse-ear cress),976,AT1G35710.1,Signaling & Transport,kinase
A0A5S9WJK5,A0A5S9WJK5_ARATH,unreviewed,non-specific serine/threonine protein kinase (EC 2.7.11.1),C24_LOCUS3469,Arabidopsis thaliana (Mouse-ear cress),1166,AT1G35710.1,Signaling & Transport,kinase
F6HVC1,F6HVC1_VITVI,unreviewed,Protein kinase domain-containing protein,VIT_13s0084g00560,Vitis vinifera (Grape),1377,AT1G35710.1,Signaling & Transport,kinase
D7KLX6,D7KLX6_ARALL,unreviewed,Protein kinase domain-containing protein,ARALYDRAFT_891227,Arabidopsis lyrata subsp. lyrata (Lyre-leaved rock-cress),1007,AT1G35710.1,Signaling & Transport,kinase
A0A3P5Z6S8,A0A3P5Z6S8_BRACM,unreviewed,Protein kinase domain-containing protein,BRAA05T21219Z BRAPAZ1V2_A05P28540.2,Brassica campestris (Field mustard),1024,AT1G35710.1,Signaling & Transport,kinase
A0AA39DK73,A0AA39DK73_VITRO,unreviewed,Protein kinase domain-containing protein,PVL29_015732,Vitis rotundifolia (Muscadine grape),1122,AT1G35710.1,Signaling & Transport,kinase
K7K0X1,K7K0X1_SOYBN,unreviewed,Protein kinase domain-containing protein,GLYMA_16G065400,Glycine max (Soybean) (Glycine hispida),1563,AT1G35710.1,Signaling & Transport,kinase
K7MFI7,K7MFI7_SOYBN,unreviewed,Protein kinase domain-containing protein,GLYMA_16G065000,Glycine max (Soybean) (Glycine hispida),1175,AT1G35710.1,Signaling & Transport,kinase
A0A8S1ZRY5,A0A8S1ZRY5_ARAAE,unreviewed,Protein kinase domain-containing protein,AARE701A_LOCUS2848,Arabidopsis arenosa (Sand rock-cress) (Cardaminopsis arenosa),1247,AT1G35710.1,Signaling & Transport,kinase
A0AA86RSF0,A0AA86RSF0_9FABA,unreviewed,Protein kinase domain-containing protein,AYBTSS11_LOCUS206,Sphenostylis stenocarpa,949,AT1G35710.1,Signaling & Transport,kinase
F6HYL7,F6HYL7_VITVI,unreviewed,Protein kinase domain-containing protein,VIT_11s0037g00690,Vitis vinifera (Grape),1260,AT1G35710.1,Signaling & Transport,kinase
A0A397ZK34,A0A397ZK34_BRACM,unreviewed,Protein kinase domain-containing protein,BRARA_E01821,Brassica campestris (Field mustard),1024,AT1G35710.1,Signaling & Transport,kinase
A0A3P6ATU5,A0A3P6ATU5_BRAOL,unreviewed,Protein kinase domain-containing protein,BOLC3T15727H,Brassica oleracea (Wild cabbage),1028,AT1G35710.1,Signaling & Transport,kinase
A0A0R0FM79,A0A0R0FM79_SOYBN,unreviewed,Protein kinase domain-containing protein,GLYMA_16G065200,Glycine max (Soybean) (Glycine hispida),1015,AT1G35710.1,Signaling & Transport,kinase
A0AA38ZHA6,A0AA38ZHA6_VITRO,unreviewed,Protein kinase domain-containing protein,PVL29_014621,Vitis rotundifolia (Muscadine grape),1386,AT1G35710.1,Signaling & Transport,kinase
A0A087G2Q7,A0A087G2Q7_ARAAL,unreviewed,Protein kinase domain-containing protein,AALP_AAs61366U000100,Arabis alpina (Alpine rock-cress),936,AT1G35710.1,Signaling & Transport,kinase
A0AA38ZAA8,A0AA38ZAA8_VITRO,unreviewed,Protein kinase domain-containing protein,PVL29_017370,Vitis rotundifolia (Muscadine grape),1076,AT1G35710.1,Signaling & Transport,kinase
A0AA38ZEE3,A0AA38ZEE3_VITRO,unreviewed,Protein kinase domain-containing protein,PVL29_016111,Vitis rotundifolia (Muscadine grape),1104,AT1G35710.1,Signaling & Transport,kinase
A0AA39DJV1,A0AA39DJV1_VITRO,unreviewed,Protein kinase domain-containing protein,PVL29_016108,Vitis rotundifolia (Muscadine grape),1533,AT1G35710.1,Signaling & Transport,kinase
A0AA39DKL1,A0AA39DKL1_VITRO,unreviewed,Protein kinase domain-containing protein,PVL29_015732,Vitis rotundifolia (Muscadine grape),1144,AT1G35710.1,Signaling & Transport,kinase
R0IQT0,R0IQT0_9BRAS,unreviewed,Protein kinase domain-containing protein,CARUB_v10008216mg,Capsella rubella,958,AT1G35710.1,Signaling & Transport,kinase
A0A368UGU8,A0A368UGU8_SOYBN,unreviewed,Protein kinase domain-containing protein,GLYMA_16G065600,Glycine max (Soybean) (Glycine hispida),1197,AT1G35710.1,Signaling & Transport,kinase
A0A8S1ZKT1,A0A8S1ZKT1_ARAAE,unreviewed,Protein kinase domain-containing protein,AARE701A_LOCUS2886,Arabidopsis arenosa (Sand rock-cress) (Cardaminopsis arenosa),1207,AT1G35710.1,Signaling & Transport,kinase
F6HVC2,F6HVC2_VITVI,unreviewed,Protein kinase domain-containing protein,VIT_13s0084g00570,Vitis vinifera (Grape),1199,AT1G35710.1,Signaling & Transport,kinase
A0AA39DKQ4,A0AA39DKQ4_VITRO,unreviewed,Protein kinase domain-containing protein,PVL29_016108,Vitis rotundifolia (Muscadine grape),1646,AT1G35710.1,Signaling & Transport,kinase
M4C8X9,M4C8X9_BRACM,unreviewed,Protein kinase domain-containing protein,,Brassica campestris (Field mustard),1028,AT1G35710.1,Signaling & Transport,kinase
A0A0R0FM78,A0A0R0FM78_SOYBN,unreviewed,Protein kinase domain-containing protein,GLYMA_16G065500,Glycine max (Soybean) (Glycine hispida),863,AT1G35710.1,Signaling & Transport,kinase
A0AA38ZAR0,A0AA38ZAR0_VITRO,unreviewed,Protein kinase domain-containing protein,PVL29_017139,Vitis rotundifolia (Muscadine grape),1090,AT1G35710.1,Signaling & Transport,kinase
R0H568,R0H568_9BRAS,unreviewed,Protein kinase domain-containing protein,CARUB_v10000124mg,Capsella rubella,1022,AT1G35710.1,Signaling & Transport,kinase
A0A087G2Q6,A0A087G2Q6_ARAAL,unreviewed,Protein kinase domain-containing protein,AALP_AAs61366U000100,Arabis alpina (Alpine rock-cress),1022,AT1G35710.1,Signaling & Transport,kinase
A0A0B2SD78,A0A0B2SD78_GLYSO,unreviewed,Putative LRR receptor-like serine/threonine-protein kinase (EC 2.7.11.1),glysoja_050145,Glycine soja (Wild soybean),1203,AT1G35710.1,Signaling & Transport,kinase
A0A3P6FBI2,A0A3P6FBI2_BRAOL,unreviewed,Protein kinase domain-containing protein,BOLC5T32441H,Brassica oleracea (Wild cabbage),1016,AT1G35710.1,Signaling & Transport,kinase
F6H943,F6H943_VITVI,unreviewed,Protein kinase domain-containing protein,VIT_12s0034g02570,Vitis vinifera (Grape),1197,AT1G35710.1,Signaling & Transport,kinase
F6HYL5,F6HYL5_VITVI,unreviewed,non-specific serine/threonine protein kinase (EC 2.7.11.1),VIT_11s0037g00660,Vitis vinifera (Grape),1213,AT1G35710.1,Signaling & Transport,kinase
A0AA38ZHB8,A0AA38ZHB8_VITRO,unreviewed,Protein kinase domain-containing protein,PVL29_014626,Vitis rotundifolia (Muscadine grape),1500,AT1G35710.1,Signaling & Transport,kinase
A0AA39D9B9,A0AA39D9B9_VITRO,unreviewed,Protein kinase domain-containing protein,PVL29_024403,Vitis rotundifolia (Muscadine grape),1317,AT1G35710.1,Signaling & Transport,kinase
K7MFJ1,K7MFJ1_SOYBN,unreviewed,Protein kinase domain-containing protein,106794215 GLYMA_16G065700,Glycine max (Soybean) (Glycine hispida),1203,AT1G35710.1,Signaling & Transport,kinase
A0A8S9HKV6,A0A8S9HKV6_BRACR,unreviewed,Protein kinase domain-containing protein,F2Q68_00016120,Brassica cretica (Mustard),1028,AT1G35710.1,Signaling & Transport,kinase
A0A8T2CMF6,A0A8T2CMF6_ARASU,unreviewed,Leucine-rich repeat,ISN44_As06g035240,Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica),1280,AT1G35710.1,P-P Interaction,Leucine-rich repeat
A0A0D3CGB5,A0A0D3CGB5_BRAOL,unreviewed,Protein kinase domain-containing protein,,Brassica oleracea var. oleracea,1016,AT1G35710.1,Signaling & Transport,kinase
A0A0R0FZ28,A0A0R0FZ28_SOYBN,unreviewed,Protein kinase domain-containing protein,106796400 GLYMA_16G064900,Glycine max (Soybean) (Glycine hispida),1275,AT1G35710.1,Signaling & Transport,kinase
A0A438GSH3,A0A438GSH3_VITVI,unreviewed,Putative leucine-rich repeat receptor-like protein kinase,VvCHDp000202_9 CK203_057905,Vitis vinifera (Grape),1142,AT1G35710.1,Signaling & Transport,kinase
A0A8S9S269,A0A8S9S269_BRACR,unreviewed,Protein kinase domain-containing protein,F2Q69_00029957,Brassica cretica (Mustard),1028,AT1G35710.1,Signaling & Transport,kinase
A0AA38ZHT0,A0AA38ZHT0_VITRO,unreviewed,Protein kinase domain-containing protein,PVL29_014619,Vitis rotundifolia (Muscadine grape),1208,AT1G35710.1,Signaling & Transport,kinase
A0AA39D9S9,A0AA39D9S9_VITRO,unreviewed,Protein kinase domain-containing protein,PVL29_024403,Vitis rotundifolia (Muscadine grape),1488,AT1G35710.1,Signaling & Transport,kinase
A0AA39DIQ2,A0AA39DIQ2_VITRO,unreviewed,Protein kinase domain-containing protein,PVL29_017201,Vitis rotundifolia (Muscadine grape),1196,AT1G35710.1,Signaling & Transport,kinase
A0AA39DLP0,A0AA39DLP0_VITRO,unreviewed,Protein kinase domain-containing protein,PVL29_014623,Vitis rotundifolia (Muscadine grape),1338,AT1G35710.1,Signaling & Transport,kinase
A0A445GF61,A0A445GF61_GLYSO,unreviewed,MDIS1-interacting receptor like kinase 2,D0Y65_042889,Glycine soja (Wild soybean),1227,AT1G35710.1,Signaling & Transport,kinase
A0AA38Z6D7,A0AA38Z6D7_VITRO,unreviewed,Protein kinase domain-containing protein,PVL29_018742,Vitis rotundifolia (Muscadine grape),1277,AT1G35710.1,Signaling & Transport,kinase
F6HK89,F6HK89_VITVI,unreviewed,Protein kinase domain-containing protein,VIT_12s0035g00080,Vitis vinifera (Grape),1737,AT1G35710.1,Signaling & Transport,kinase
A0A8X7RWZ1,A0A8X7RWZ1_BRACI,unreviewed,Protein kinase domain-containing protein,Bca52824_042221,Brassica carinata (Ethiopian mustard) (Abyssinian cabbage),1025,AT1G35710.1,Signaling & Transport,kinase
A0AA38ZFI9,A0AA38ZFI9_VITRO,unreviewed,Protein kinase domain-containing protein,PVL29_016110,Vitis rotundifolia (Muscadine grape),1252,AT1G35710.1,Signaling & Transport,kinase
A0A438J6I2,A0A438J6I2_VITVI,unreviewed,Putative leucine-rich repeat receptor-like protein kinase,VvCHDp000202_4 CK203_023358,Vitis vinifera (Grape),1464,AT1G35710.1,Signaling & Transport,kinase
A0A8X7QHT0,A0A8X7QHT0_BRACI,unreviewed,Protein kinase domain-containing protein,Bca52824_065181,Brassica carinata (Ethiopian mustard) (Abyssinian cabbage),1028,AT1G35710.1,Signaling & Transport,kinase
M4F011,M4F011_BRACM,unreviewed,non-specific serine/threonine protein kinase (EC 2.7.11.1),,Brassica campestris (Field mustard),912,AT1G35710.1,Signaling & Transport,kinase
D7KLX7,D7KLX7_ARALL,unreviewed,non-specific serine/threonine protein kinase (EC 2.7.11.1),ARALYDRAFT_891228,Arabidopsis lyrata subsp. lyrata (Lyre-leaved rock-cress),782,AT1G35710.1,Signaling & Transport,kinase
A0A816I5A6,A0A816I5A6_BRANA,unreviewed,non-specific serine/threonine protein kinase (EC 2.7.11.1),DARMORV10_C03P34170.1,Brassica napus (Rape),1028,AT1G35710.1,Signaling & Transport,kinase
A0A8T2C347,A0A8T2C347_9BRAS,unreviewed,non-specific serine/threonine protein kinase (EC 2.7.11.1),ISN45_Aa01g027740,Arabidopsis thaliana x Arabidopsis arenosa,982,AT1G35710.1,Signaling & Transport,kinase
A0A8S1ZS26,A0A8S1ZS26_ARAAE,unreviewed,non-specific serine/threonine protein kinase (EC 2.7.11.1),AARE701A_LOCUS2889,Arabidopsis arenosa (Sand rock-cress) (Cardaminopsis arenosa),2034,AT1G35710.1,Signaling & Transport,kinase
R0ILU5,R0ILU5_9BRAS,unreviewed,non-specific serine/threonine protein kinase (EC 2.7.11.1),CARUB_v10008173mg,Capsella rubella,1027,AT1G35710.1,Signaling & Transport,kinase
A0A7G2DVF2,A0A7G2DVF2_ARATH,unreviewed,(thale cress) hypothetical protein,AT9943_LOCUS2989,Arabidopsis thaliana (Mouse-ear cress),844,AT1G35710.1,Uncharacterized,hypothetical protein
