accession	assembly	sample_name	location	latitude	longitude	pop_name	OG0000007	OG0000009	OG0000012	OG0000015	OG0000016	OG0000022	OG0000024	OG0000027	OG0000029	OG0000030	OG0000038	OG0000039	OG0000040	OG0000042	OG0000045	OG0000046	OG0000047	OG0000049	OG0000054	OG0000060	OG0000065	OG0000074	OG0000075	OG0000077	OG0000083	OG0000086	OG0000087	OG0000090	OG0000093	OG0000095	OG0000096	OG0000100	OG0000103	OG0000106	OG0000107	OG0000118	OG0000126	OG0000141	OG0000142	OG0000147	OG0000150	OG0000158	OG0000159	OG0000164	OG0000166	OG0000167	OG0000170	OG0000182	OG0000184	OG0000185	OG0000186	OG0000188	OG0000192	OG0000196	OG0000199	OG0000200	OG0000202	OG0000205	OG0000206	OG0000207	OG0000210	OG0000213	OG0000217	OG0000220	OG0000224	OG0000228	OG0000242	OG0000248	OG0000253	OG0000255	OG0000258	OG0000261	OG0000264	OG0000266	OG0000269	OG0000271	OG0000272	OG0000276	OG0000297	OG0000298	OG0000299	OG0000319	OG0000320	OG0000325	OG0000329	OG0000338	OG0000339	OG0000343	OG0000347	OG0000348	OG0000360	OG0000361	OG0000367	OG0000372	OG0000375	OG0000382	OG0000384	OG0000385	OG0000386	OG0000388	OG0000402	OG0000418	OG0000419	OG0000422	OG0000432	OG0000434	OG0000440	OG0000442	OG0000445	OG0000448	OG0000452	OG0000453	OG0000473	OG0000496	OG0000500	OG0000501	OG0000503	OG0000504	OG0000510	OG0000513	OG0000534	OG0000535	OG0000546	OG0000549	OG0000589	OG0000591	OG0000594	OG0000598	OG0000599	OG0000601	OG0000605	OG0000606	OG0000618	OG0000620	OG0000621	OG0000639	OG0000679	OG0000692	OG0000712	OG0000720	OG0000724	OG0000725	OG0000728	OG0000731	OG0000736	OG0000739	OG0000761	OG0000792	OG0000817	OG0000822	OG0000846	OG0000857	OG0000862	OG0000865	OG0000887	OG0000893	OG0000907	OG0000913	OG0000929	OG0000949	OG0000962	OG0001007	OG0001019	OG0001038	OG0001079	OG0001115	OG0001127	OG0001132	OG0001135	OG0001136	OG0001139	OG0001188	OG0001196	OG0001202	OG0001262	OG0001318	OG0001336	OG0001349	OG0001363	OG0001392	OG0001395	OG0001398	OG0001400	OG0001401	OG0001408	OG0001411	OG0001412	OG0001688	OG0001769	OG0001813	OG0001820	OG0001841	OG0001885	OG0001893	OG0001901	OG0001911	OG0001918	OG0001923	OG0001927	OG0001928	OG0001929	OG0002178	OG0002370	OG0002564	OG0002742	OG0002810	OG0002829	OG0002867	OG0002883	OG0002891	OG0002892	OG0002893	OG0002919	OG0003409	OG0003680	OG0003687	OG0003691	OG0003730	OG0003767	OG0003807	OG0003808	OG0003820	OG0004081	OG0004132	OG0004303	OG0004694	OG0004872	OG0005764	bio1	bio2	bio3	bio4	bio5	bio6	bio7	bio8	bio9	bio10	bio11	bio12	bio13	bio14	bio15	bio16	bio17	bio18	bio19	cec_0.5cm_Q0.5_250m	cec_5.15cm_Q0.5_250m	phh2o_0.5cm_Q0.5_250m	phh2o_5.15cm_Q0.5_250m	soc_0.5cm_Q0.5_250m	soc_5.15cm_Q0.5_250m	PC1	PC2	busco_complete_pct	busco_duplicated_pct	contig_n50_mbp	total_length_bp	te_int_frac
GCA_946415655.1	LACR-C-14.PacbioHiFiAssembly	LACR-C-14	France	43.000155	1.075624	LACR-C-14	3	31	28	18	32	16	15	21	10	22	1	11	16	10	1	11	4	10	14	13	12	97	1	12	19	1	1	15	18	1	22	2	11	7	8	14	8	3	11	8	8	1	2	7	2	5	3	5	15	4	2	4	3	7	16	1	5	1	10	3	7	7	4	9	1	3	2	1	2	0	2	14	6	4	12	9	1	8	9	10	5	2	1	9	13	1	3	6	3	12	5	4	1	8	1	8	3	1	4	1	8	1	1	4	1	4	2	18	2	2	1	1	9	1	13	2	2	9	8	4	5	2	7	4	1	1	2	3	2	20	3	3	3	3	1	2	10	7	4	1	2	1	4	6	11	11	5	1	1	2	4	2	1	1	1	0	5	4	1	20	5	1	4	7	1	4	2	1	1	5	3	3	1	4	3	1	3	5	1	2	2	0	4	3	2	1	1	7	3	2	6	2	7	1	2	2	1	1	2	4	3	1	3	1	5	2	2	1	9	2	5	1	2	1	1	2	1	2	2	1	1	2	1	1	2	1	1	1	12.2500000000001	8.9	0.369000005722046	553.1	24.45	0.450000000000045	24	11.2500000000001	19.15	19.45	5.25000000000006	1216.9	128.2	75.2	15.6	353.9	260	263.9	296.1	21.2	16.4	6.2	6.2	43.9	29.3	-5.07293497571652	-3.59903625329092	99.4	1.1	14	134758332	0.226606797121828
GCA_946499665.1	Ey15-2.9994.PacbioHiFiAssembly	Ey15-2.9994	Germany	48.434522	8.767808	Ey15-2_9994	3	31	32	16	30	16	21	22	10	22	1	12	15	9	1	11	5	10	15	14	9	104	1	11	19	1	2	16	10	2	22	2	14	9	8	15	8	4	11	8	8	1	2	7	2	5	4	4	14	6	3	4	3	7	15	1	5	1	10	3	7	7	4	9	1	3	2	1	2	1	2	13	5	3	15	9	1	10	10	10	5	2	1	10	13	1	3	6	3	11	5	4	1	8	1	8	2	1	4	1	8	1	1	4	1	4	2	17	3	2	1	1	10	1	18	2	2	9	8	4	5	2	7	4	1	1	1	3	2	25	3	3	3	3	1	2	9	8	4	1	2	1	4	6	9	12	5	1	1	2	4	2	1	1	1	1	5	4	1	19	5	1	4	8	1	4	3	1	1	5	3	3	1	4	3	1	3	6	1	2	2	0	4	3	2	1	1	7	3	2	8	2	7	1	2	2	0	1	1	4	3	1	3	1	5	2	2	1	8	3	4	1	2	1	1	2	1	2	2	1	1	2	1	1	2	1	1	1	9.25000000000006	8.1	0.308999991416931	665.6	22.7500000000001	-3.44999999999999	26.2	16.2500000000001	4.95000000000005	17.85	0.650000000000034	888.6	94.5	62	13.3	260.2	195.3	239.4	216.1	22.6	15.7	6.3	6.5	35.4	24.5	-3.25535060543962	-3.54383892673565	99.4	1.1	22	136135371	0.229776183590083
GCA_946499705.1	Col-0.6909.PacbioHiFiAssembly	Col-0.6909	USA	38.3	-92.3	Col-0_6909	3	31	33	20	34	16	25	25	10	22	1	12	16	10	1	11	6	10	14	15	12	118	1	16	25	1	5	16	54	2	25	2	14	8	9	17	8	4	11	8	8	1	2	7	2	5	4	5	15	5	3	4	3	7	15	1	5	2	10	3	7	7	4	9	1	4	2	1	2	1	2	16	7	4	16	9	1	7	9	10	5	2	1	10	16	1	3	6	3	11	5	4	1	8	1	8	3	1	4	1	8	1	1	4	1	4	2	31	3	2	1	1	11	1	18	2	2	9	8	4	5	2	7	4	1	1	2	3	2	23	3	3	3	3	1	2	10	8	4	1	2	1	5	7	11	14	14	1	1	2	4	2	1	1	1	1	5	4	1	21	5	1	4	8	1	4	3	1	1	5	3	3	1	4	3	1	3	6	1	2	2	1	4	3	2	1	1	7	3	2	8	2	7	1	2	2	1	1	3	4	3	1	3	1	5	2	2	1	9	4	5	2	2	1	1	2	1	2	2	1	1	2	1	1	2	1	1	1	13.65	10	0.280999994277954	910.5	31.95	-3.54999999999995	35.5	18.7500000000001	1.35000000000002	25.15	1.35000000000002	1168.5	141.6	53.2	27.2	389.6	183.8	349.6	183.8	13.7	11.9	6.2	6.2	37	13	-0.63655866539678	3.84294996183744	99.4	1	12	134556983	0.217640559018776
GCA_949796375.1	9336	9336	Sweden	62.8794	18.4473	Bön 1	3	31	29	17	34	16	22	23	10	22	1	12	15	9	1	11	4	10	14	14	10	70	1	12	16	1	2	14	23	2	22	2	13	7	8	13	8	4	11	8	8	1	2	7	2	5	3	4	14	4	3	4	3	7	15	1	5	2	10	3	7	7	4	9	0	3	2	1	2	1	2	15	7	4	12	9	1	9	9	10	5	2	1	9	14	1	3	5	3	10	5	4	1	8	1	8	3	1	4	1	8	1	1	4	1	4	2	31	3	2	1	1	10	1	10	2	1	8	7	4	3	2	7	4	1	1	2	3	2	16	3	3	3	2	1	2	8	8	4	1	2	1	4	7	10	12	5	1	0	2	4	2	1	1	1	1	5	4	1	21	5	1	4	5	1	4	2	1	1	4	3	3	1	4	3	1	3	6	1	2	2	1	4	3	2	1	1	7	3	2	7	2	7	1	2	2	1	1	2	4	3	1	3	1	4	2	2	1	8	3	5	2	2	1	1	2	1	2	2	1	1	1	1	1	2	1	1	1	4.75000000000006	3.3	0.141999995708466	684.5	16.65	-6.34999999999997	23	10.7500000000001	1.95000000000005	13.85	-3.34999999999997	754.1	87.2	39.5	29.2	255.7	126.6	215.8	147.3	NA	NA	NA	NA	NA	NA	-4.01361643075041	-0.0486932113220582	99.4	1.2	9	138386651	0.24141936204526
GCA_949796385.1	9852	9852	Spain	40.46	-3.75	IP-Ini-0	3	31	32	18	31	16	18	22	10	21	1	11	15	9	1	11	5	10	15	13	13	95	1	13	14	1	4	12	7	2	21	2	8	7	6	12	8	4	11	8	6	1	2	7	2	5	1	5	13	5	3	4	3	7	15	1	5	1	10	3	7	7	4	9	0	3	2	1	2	1	2	15	7	4	16	8	1	7	9	10	5	2	1	9	14	1	3	5	3	10	5	4	1	8	1	8	2	1	4	1	8	1	1	4	1	4	2	5	3	2	1	1	9	1	14	2	2	9	6	4	3	2	7	4	0	1	2	3	2	24	3	3	3	3	1	2	10	7	4	1	2	1	4	7	8	10	5	1	1	2	4	2	1	1	1	1	5	4	1	19	5	1	4	8	1	4	3	1	1	5	3	3	0	4	3	1	3	6	1	2	2	0	4	3	2	1	1	8	3	2	7	2	7	1	2	2	0	1	2	4	2	1	3	1	4	2	2	1	9	2	5	2	2	1	1	2	1	2	2	1	1	2	1	1	2	1	1	1	14.95	11.4	0.363000011444092	715.3	32.15	0.750000000000057	31.4	10.35	24.7500000000001	24.7500000000001	6.35000000000002	418.4	56.7	10.1	46.6	167.9	42.1	42.1	123.4	NA	NA	NA	NA	NA	NA	-3.14200004411912	-2.67345396166266	99.4	1.1	18	138592812	0.243423237562999
GCA_949796415.1	9762	9762	Italy	37.69	14.98	Etna-2	3	31	28	16	33	15	15	22	9	21	1	11	15	10	1	11	4	10	12	13	10	79	1	13	17	1	5	15	43	2	22	2	11	7	9	11	8	2	11	8	6	1	2	7	2	5	3	5	10	5	3	4	3	7	14	1	5	0	10	3	7	7	4	9	0	4	2	1	2	0	2	16	5	3	14	8	1	6	9	10	5	2	1	8	13	1	3	5	3	11	5	4	1	8	1	8	3	1	4	1	8	1	1	4	1	4	1	17	2	2	1	1	10	1	17	2	2	9	8	4	4	2	7	4	1	1	2	3	2	23	3	3	3	3	1	2	9	8	4	1	2	1	5	6	8	11	5	1	1	2	4	2	1	1	1	1	5	4	1	20	5	1	4	8	0	4	2	1	1	5	3	3	1	4	3	1	3	6	1	2	2	0	4	3	2	1	1	7	3	2	6	2	7	1	2	2	0	1	1	4	3	1	3	1	5	2	0	1	2	3	5	2	2	1	1	1	1	2	2	1	1	2	1	1	2	1	1	1	8.35000000000002	9.1	0.342000007629395	595.2	22.55	-4.04999999999995	26.6	2.85000000000002	16.15	16.15	1.15000000000003	1001.7	145.9	23.3	49.4	414.8	90.1	90.1	357.1	16.4	15	6.4	6.4	50.5	32	-0.0103673834844751	-2.59644223520842	99.4	1.3	8	140096025	0.243777344860427
GCA_949796455.1	7143	7143	Netherlands	51.0167	5.86667	Gel-1	3	31	29	16	35	16	17	23	10	22	1	11	15	10	1	11	4	10	14	14	9	59	1	13	13	1	5	16	17	1	24	2	14	9	9	15	8	4	11	8	8	1	2	7	2	5	2	5	13	4	3	4	3	7	15	1	5	1	11	3	7	7	4	9	1	3	2	1	2	1	2	14	7	3	15	9	1	8	9	10	5	2	1	10	14	1	3	5	3	11	5	4	1	8	1	8	3	1	4	1	6	1	1	4	1	4	2	18	3	2	1	1	10	1	12	2	2	9	8	4	5	2	7	4	1	1	2	2	2	10	3	3	3	3	1	2	9	8	4	1	2	1	5	7	7	11	5	1	1	2	4	2	1	1	1	1	5	4	1	20	5	1	4	8	1	4	2	1	1	5	3	3	1	4	3	1	3	6	1	2	2	0	4	3	2	1	1	7	3	2	8	2	7	0	2	2	0	1	1	4	3	1	3	1	5	2	2	1	9	3	5	2	2	1	1	2	1	2	2	1	1	2	1	1	2	1	1	1	10.55	7	0.314000010490417	564.1	22.7500000000001	0.350000000000023	22.4	17.85	6.55000000000001	17.85	3.35000000000002	807.1	76	46.9	11.7	224.8	169.9	224.8	204.6	NA	NA	NA	NA	NA	NA	-4.33757980165319	1.1044743654686	99.4	1	15	133038965	0.220964083717879
GCA_949796475.1	9883	9883	Spain	42.1	-2.56	IP-Piq-0	3	30	28	16	34	16	18	22	10	21	1	11	16	8	1	11	5	10	15	13	10	114	1	13	18	1	2	15	14	1	22	2	12	7	9	15	8	4	11	8	8	1	2	7	2	5	2	5	14	5	3	4	3	7	15	1	5	1	10	3	7	7	4	9	1	3	2	1	2	0	2	15	6	3	16	9	1	8	9	10	5	2	1	9	12	1	3	4	3	12	5	4	1	8	0	8	3	1	4	1	7	1	1	4	1	4	2	16	2	2	1	1	10	1	16	2	2	9	7	4	5	1	7	4	1	1	2	3	2	27	3	3	3	3	1	2	10	8	4	1	2	1	5	6	9	11	5	1	1	2	4	2	1	1	1	0	5	4	1	22	5	1	4	7	0	4	2	1	1	5	3	3	1	4	3	1	3	6	1	2	2	1	4	3	2	1	1	7	3	2	6	2	7	1	2	2	0	1	3	4	2	1	3	1	4	2	2	1	9	2	5	2	2	1	1	2	1	2	2	1	0	2	1	1	2	1	1	1	8.65000000000003	9.2	0.374000000953674	548.6	22.2500000000001	-2.44999999999999	24.7	10.2500000000001	15.85	16.15	2.15000000000003	792	92.8	38.7	27.3	249.1	126	146.6	207.2	20.4	15.5	6.7	6.8	37.1	15.6	-4.1626173252995	-1.05682616296956	99.4	1	11	136471597	0.23204040031861
GCA_949796485.1	9900	9900	Spain	37.38	-6.01	IP-Tri-0	3	30	28	19	29	16	18	23	10	22	1	11	14	10	1	11	4	10	13	14	10	94	1	14	17	1	5	16	14	1	21	2	13	7	8	15	8	4	11	7	8	1	2	7	2	5	3	5	14	4	3	4	3	7	13	1	5	1	10	3	7	7	3	9	1	4	2	1	2	1	2	13	7	3	16	9	1	9	9	10	5	2	1	10	13	1	3	5	3	11	5	4	1	8	1	8	3	1	4	1	8	1	1	4	1	4	2	10	3	2	1	1	9	1	7	2	2	9	8	4	5	2	7	4	1	1	2	3	2	18	3	3	3	2	1	2	10	8	4	1	2	1	5	7	9	10	5	1	1	2	4	2	1	1	1	1	5	4	1	20	5	1	4	7	1	4	2	1	1	5	3	3	1	4	3	1	3	6	1	2	2	0	4	3	2	1	1	7	3	2	6	2	5	0	2	2	0	1	2	4	3	1	3	1	4	2	2	1	3	3	5	2	2	1	1	2	1	2	2	1	0	2	1	1	2	1	1	1	18.85	11.3	0.394000005722046	585.1	34.65	5.85000000000002	28.8	15.55	26.65	26.65	11.65	591.9	111.7	1.9	69	284.3	18.3	18.3	239.1	NA	NA	NA	NA	NA	NA	-4.5431563106605	-2.46635876481465	99.3	1.1	10	134330697	0.226651142888062
GCA_949796525.1	6923	6923	United Kingdom	51.4083	-0.6383	HR-10	3	31	28	17	28	16	17	21	10	21	1	11	16	10	1	11	4	10	15	14	9	70	1	13	19	1	5	14	18	2	21	2	6	10	9	14	8	4	12	8	8	1	2	7	2	5	3	4	13	4	3	4	3	7	15	1	5	1	10	3	7	7	4	9	1	3	2	1	2	1	2	15	5	4	15	9	1	10	9	10	5	2	1	8	14	1	3	4	3	10	5	4	1	8	1	8	2	1	4	1	8	1	1	4	1	4	2	10	3	2	1	1	10	1	18	2	2	9	8	4	5	1	7	4	1	1	1	3	2	24	3	3	3	3	1	2	9	7	4	1	2	1	5	7	9	7	5	1	1	2	4	2	1	1	1	0	5	4	1	18	5	1	4	8	1	4	2	1	1	5	3	3	1	4	3	1	3	6	1	2	2	0	4	3	2	1	1	6	3	2	7	2	7	1	2	2	0	1	2	4	3	1	3	1	4	2	2	1	2	3	5	2	2	1	1	2	1	2	2	1	1	1	1	1	2	1	1	1	10.35	6.9	0.351999998092651	458.2	21.15	1.55000000000001	19.6	7.85000000000002	6.75000000000006	16.45	4.85000000000002	706.5	78.2	46.7	16.9	220.3	148.3	155.9	181.5	NA	NA	NA	NA	NA	NA	-3.83045852608746	0.545147300658283	99.4	1.1	8	134098598	0.220585803589087
GCA_949796605.1	9806	9806	Germany	48.56	9.16	Ru-2	3	30	29	17	35	16	16	22	10	22	1	12	16	9	1	11	5	10	11	13	9	99	1	14	16	1	4	15	12	2	22	2	8	9	8	14	8	4	12	8	8	1	2	7	2	5	3	4	10	4	2	4	3	7	15	1	5	1	10	3	7	7	4	9	1	3	2	1	2	0	2	15	7	4	15	9	1	7	9	10	5	2	1	10	13	1	3	6	3	11	5	4	1	8	1	8	3	1	4	1	8	1	1	4	1	4	2	18	2	2	1	1	10	1	14	2	2	9	8	4	5	2	7	4	1	1	2	3	2	26	3	3	3	3	1	2	10	8	4	1	2	1	4	6	8	12	5	1	0	2	4	2	0	1	1	1	5	4	1	19	5	1	4	5	1	4	2	1	1	5	3	3	1	4	3	1	3	6	1	2	2	0	4	3	2	1	1	7	3	2	7	2	7	1	2	2	0	1	2	4	3	1	3	1	4	2	2	1	8	2	5	1	2	1	1	2	1	2	2	1	1	2	1	1	2	1	1	1	9.55000000000001	8.3	0.317000007629395	662.3	23.2500000000001	-2.94999999999999	26.2	16.55	2.35000000000002	18.15	1.05000000000001	853.9	101	47.1	23.2	285.9	158.2	269.2	166	20.7	14.6	6.1	6.3	32.9	22.3	-3.25535060543962	-3.54383892673565	99.4	1.1	11	136184452	0.231747013234668
GCA_949796635.1	8285	8285	Czech Republic	49.4112	16.2815	DraIII-1	3	30	31	18	33	16	13	20	10	21	1	11	15	10	1	11	4	10	13	13	12	65	1	11	17	1	4	16	14	2	24	2	12	7	8	13	8	4	11	8	7	1	2	7	2	5	4	5	13	4	3	4	3	7	15	1	5	1	10	3	7	7	4	9	1	3	2	1	2	1	2	15	7	2	12	9	1	7	9	10	5	2	1	9	13	1	3	5	3	12	5	4	1	8	1	8	3	1	4	1	8	1	1	4	1	4	2	8	3	2	1	1	9	1	10	2	2	9	8	4	5	1	7	4	1	1	2	3	2	17	3	3	3	3	1	2	9	8	4	1	2	1	5	7	11	11	5	1	1	2	4	2	1	1	1	1	5	4	1	21	5	1	4	7	1	4	3	1	1	5	3	3	1	4	3	1	3	6	1	2	2	1	4	3	2	1	1	7	3	2	7	2	7	1	2	2	0	1	2	4	3	1	3	1	4	2	2	1	2	3	4	2	2	1	1	2	1	2	2	1	1	1	1	1	2	1	1	1	7.75000000000006	7.3	0.266000008583069	729.7	22.05	-5.44999999999999	27.5	17.05	-1.74999999999994	17.05	-1.74999999999994	572.7	76.3	28.2	32.9	210.4	100.4	210.4	100.4	22.7	15.3	6.1	6.1	25.4	16.2	-4.7796527219287	2.97416044474908	99.4	0.9	9	137916722	0.24353282555541
GCA_949796645.1	6137	6137	Sweden	55.9419	13.5603	T850	3	31	33	16	33	16	18	23	10	21	1	12	15	9	1	11	5	10	15	13	10	89	1	12	16	1	3	16	17	1	22	2	8	7	9	12	8	4	11	8	6	1	2	7	2	5	2	5	11	4	3	4	3	7	15	1	5	1	9	3	7	7	4	9	0	3	2	1	2	1	2	15	7	3	10	9	1	8	9	10	5	2	1	9	13	1	3	4	3	10	5	4	1	7	1	8	3	1	4	1	8	1	1	4	1	4	2	15	3	2	1	1	10	1	18	2	2	9	8	4	5	1	7	4	1	1	2	3	2	18	3	3	3	3	1	2	10	7	4	1	2	1	4	6	10	10	5	1	1	2	4	2	1	1	1	1	5	4	1	20	5	1	4	8	1	4	3	1	1	5	3	3	1	4	3	1	3	6	1	2	2	0	4	3	2	1	1	7	3	2	7	2	7	1	2	2	1	1	2	4	3	1	3	1	4	2	2	1	2	2	5	1	2	1	1	2	1	1	2	1	1	1	1	1	2	1	1	1	7.35000000000002	6.4	0.272000002861023	613.3	20.35	-3.24999999999994	23.6	4.15000000000003	6.25000000000006	15.45	-0.149999999999977	824.5	85.4	42	19.3	243.3	148.6	228.4	208.4	18	13.4	4.5	4.6	50	42.4	-4.79756635619165	1.24887290199179	99.4	0.9	19	136504882	0.236402621849085
GCA_949796655.1	9744	9744	Romania	47.16	27.59	Iasi-1	3	31	30	17	39	16	13	22	10	21	1	12	15	9	1	11	5	10	13	13	10	98	1	14	17	1	2	16	27	1	20	2	6	7	9	14	8	4	11	8	8	1	2	7	2	5	3	5	13	4	3	4	3	7	15	1	5	2	10	3	7	7	4	9	1	3	2	1	2	1	2	14	6	4	14	9	1	6	9	10	5	2	1	10	13	1	3	5	3	11	5	4	1	8	1	8	3	1	4	1	8	1	1	4	1	3	2	11	3	2	1	1	8	1	12	2	2	9	8	4	5	1	7	4	1	1	2	3	2	15	3	3	3	2	1	2	10	7	4	1	2	1	5	7	7	11	5	1	0	2	4	2	1	1	1	1	4	4	1	20	5	1	4	8	1	4	2	1	1	5	3	3	0	4	3	1	3	6	1	2	2	0	4	3	2	1	1	7	3	2	7	2	7	0	2	2	0	1	2	4	3	1	3	1	4	2	2	1	6	3	4	2	2	1	1	2	1	2	2	1	1	2	1	1	2	1	1	1	10.45	8.6	0.266000008583069	876.7	26.65	-5.54999999999995	32.2	19.95	0.650000000000034	21.45	-1.14999999999998	532	82.4	23.2	40.6	208.9	77.8	204.6	78.5	NA	NA	NA	NA	NA	NA	-3.74470003514799	4.3545633583806	99.4	1.1	11	135766151	0.226612117773008
GCA_949796665.1	9879	9879	Spain	37.6	-1.12	IP-Per-0	3	31	30	17	30	15	12	22	10	21	1	11	15	10	0	11	5	10	14	13	11	82	1	12	16	1	4	12	18	1	20	2	12	7	9	13	8	3	12	8	6	1	2	7	2	5	4	5	9	3	2	4	3	7	15	1	5	1	11	3	7	7	4	9	1	4	2	1	2	0	2	13	7	2	13	9	1	6	9	10	5	2	1	9	15	1	3	5	3	12	5	4	1	8	1	8	3	1	4	1	8	1	1	4	1	4	2	18	2	2	1	1	9	1	11	2	2	8	6	4	5	2	6	4	1	1	2	3	2	12	3	3	3	2	1	2	10	8	4	1	2	1	4	7	9	8	5	1	1	2	4	2	1	1	1	1	5	4	1	20	5	1	4	6	0	4	2	1	1	5	3	3	1	4	3	1	3	6	1	2	2	0	4	3	2	1	1	7	3	2	5	2	7	0	2	2	0	1	2	4	3	1	3	1	5	2	2	1	3	3	4	3	2	1	1	2	1	2	2	1	0	2	1	1	2	1	1	1	17.05	4.6	0.252999997138977	475.7	26.65	8.45000000000005	18.2	18.55	23.15	23.55	11.45	345.8	45.2	2.4	48.9	123.5	20.6	46.2	115.8	17.6	17	7.9	8	13.6	12.2	12.1240347197981	-1.53059068876308	99.4	1.2	5	140805987	0.242649014633163
GCA_949796705.1	9503	9503	United Kingdom	55.8877	-3.21072	11C1	3	31	27	18	34	16	20	22	9	21	1	11	14	10	1	11	4	10	15	14	10	78	1	12	14	1	4	15	17	2	23	2	12	9	8	12	8	4	11	8	8	1	2	7	2	5	2	5	9	5	3	4	3	7	13	1	5	1	10	3	7	7	4	9	1	3	2	1	2	1	2	15	5	4	14	9	1	9	9	10	5	2	1	8	13	1	3	5	3	11	5	4	1	8	1	8	3	1	4	1	8	1	1	4	1	4	2	16	3	2	1	1	10	1	11	2	2	9	8	4	5	2	7	4	0	1	2	3	2	12	3	3	3	3	1	2	10	8	4	1	2	1	5	7	8	14	5	1	1	2	4	2	0	1	1	1	5	4	1	21	5	1	4	8	1	4	2	1	1	5	3	3	1	4	3	1	3	6	1	2	2	1	4	3	2	1	1	7	3	2	7	2	7	1	2	2	0	1	2	4	3	1	3	1	5	2	2	1	2	3	5	1	2	1	1	2	1	2	2	1	1	1	1	1	2	1	1	1	8.15000000000003	5.5	0.336999988555908	389.4	16.65	0.450000000000045	16.2	6.05000000000001	7.05000000000001	13.35	3.55000000000001	985.2	107.8	57.5	16.3	289.3	200.3	244.2	252.1	21.1	14.1	5.8	5.9	175.9	53.6	-3.44339919930537	-0.543059875722321	99.4	1.1	8	135983243	0.231355241321903
GCA_949796715.1	9830	9830	Spain	36.97	-3.28	IP-Bus-0	3	31	28	16	33	16	11	22	7	21	1	11	16	9	1	11	6	10	12	14	10	115	1	11	20	1	4	15	21	1	23	2	7	9	9	12	8	4	11	8	8	1	2	7	2	5	3	5	12	4	2	4	3	7	15	1	5	0	10	3	7	7	4	9	1	3	2	1	2	1	2	15	8	3	16	9	1	9	10	10	5	2	1	9	16	1	3	5	3	11	5	4	1	8	1	8	2	1	4	1	8	1	1	4	1	4	2	13	3	2	1	1	8	1	15	2	2	9	3	4	5	2	7	4	1	1	2	3	2	6	3	3	3	3	1	2	9	7	4	1	2	1	5	6	8	13	5	1	1	2	4	2	1	1	1	1	5	4	1	19	5	1	4	8	0	4	1	1	1	5	3	3	1	4	3	1	3	6	1	2	2	1	4	3	2	1	1	7	3	2	6	2	7	0	2	2	0	1	2	4	2	1	3	1	4	2	2	1	3	2	5	2	2	1	1	2	1	2	2	1	1	2	1	1	2	1	1	1	11.95	9.9	0.354999995231628	630.1	26.65	-1.24999999999994	27.9	5.45000000000005	20.65	20.65	4.55000000000001	636.3	111	4.3	59	277.8	33	33	250.7	16	14.8	6.6	6.7	38.9	18.9	-4.57707456180968	-4.97462182302999	99.4	0.9	9	132819722	0.209729952604478
GCA_949796755.1	9847	9847	Spain	43.31	-5.7	IP-Fel-2	3	31	29	16	30	16	12	23	10	21	1	11	15	9	1	11	5	9	15	13	10	78	1	13	15	1	4	12	54	2	23	2	7	7	9	14	8	4	11	8	6	1	2	7	2	5	4	5	14	5	3	4	3	7	13	1	5	1	10	3	7	7	4	9	1	3	2	1	2	0	2	16	7	4	15	9	1	4	9	10	5	2	1	9	15	1	3	6	3	10	5	4	1	8	0	8	3	1	4	1	8	1	1	4	1	4	2	21	2	2	1	1	10	1	16	2	2	9	7	4	5	2	7	4	1	1	2	3	2	26	3	3	3	2	1	2	10	8	4	1	2	0	3	7	8	10	5	1	1	2	4	2	1	1	1	0	5	4	1	23	5	1	4	5	0	4	2	1	1	5	3	3	1	4	3	1	3	6	1	2	2	0	4	3	2	1	1	7	3	2	7	2	7	1	2	2	0	1	2	4	3	1	3	1	5	2	2	1	9	3	4	1	2	1	1	2	1	2	2	1	1	2	1	1	2	1	1	1	13.35	8.3	0.434000015258789	382.4	22.65	3.55000000000001	19.1	11.55	18.15	18.35	8.55000000000001	1225.9	142.4	53.3	26.7	403.6	191.7	200.1	344.3	NA	NA	NA	NA	NA	NA	-5.01322061251554	-0.436259307425417	99.5	0.9	9	134776285	0.227343734841779
